Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  ;;;
Республика Карелия;СЗФО;2021;Формирование у молодeжи семейных ценностей;16; 150 000 ; 169 900 ; 1 ; 1 690 610 ; 2 175 ; 25 ;;;
Республика Карелия;СЗФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 4 850 000 ; 403 213 ; 4 ; 2 387 164 ; 16 300 ; 54 ;;;
Республика Карелия;СЗФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 100 000 ; 45 000 ; 1 ; 499 979 ; 2 517 ; 16 ;;;
Республика Карелия;СЗФО;2021;      поисковых отрядов и объединений;19; 1 437 000 ; 44 990 ; -   ; -   ; 828 ; 10 ;;;
Республика Карелия;СЗФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 24 000 ; 50 000 ; 1 ; 487 370 ; 252 ; 6 ;;;
Республика Карелия;СЗФО;2021;      молодeжных казачьих объединений;21; 120 000 ; 10 000 ; 1 ; 999 815 ; 22 ; 3 ;;;
Республика Карелия;СЗФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 1 319 000 ; 145 190 ; -   ; -   ; 781 ; 19 ;;;
Республика Карелия;СЗФО;2021;      другие;23; 1 850 000 ; 108 033 ; 1 ; 400 000 ; 11 900 ; -   ;;;
Республика Карелия;СЗФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 260 000 ; 110 973 ; 7 ; 11 239 252 ; 3 909 ; 13 ;;;
Республика Карелия;СЗФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 3 958 000 ; 373 360 ; 5 ; 4 946 056 ; 35 000 ; 13 ;;;
Республика Карелия;СЗФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 276 000 ; 640 194 ; 4 ; 5 451 867 ; 15 730 ; 31 ;;;
Республика Карелия;СЗФО;2021;Развитие молодeжного самоуправления;27; 337 916 ; 134 182 ; 1 ; 1 350 000 ; 901 ;;;;
Республика Коми;СЗФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; 234 993 ; 412 460 ; 3 ; 1 847 056 ; 19 484 ; 88 ;;;
Республика Коми;СЗФО;2021;      биомедицина;2;; -   ; -   ; -   ; 22 ; -   ;;;
Республика Коми;СЗФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; 812 ; 3 ;;;
Республика Коми;СЗФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   ;;;
Республика Коми;СЗФО;2021;      сельское хозяйство;5; 154 758 ; -   ; -   ; -   ; 28 ; -   ;;;
Республика Коми;СЗФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ; 187 460 ; 2 ; 763 496 ; 4 348 ; 42 ;;;
Республика Коми;СЗФО;2021;      другое;7; 80 235 ; 225 000 ; 1 ; 1 083 560 ; 14 274 ; 43 ;;;
Республика Коми;СЗФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; -   ; 98 361 ; -   ; -   ; 4 710 ; 42 ;;;
Республика Коми;СЗФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; 7 720 987 ; 133 667 ; -   ; -   ; 2 645 ; 81 ;;;
Республика Коми;СЗФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; 38 516 ; 13 803 ; -   ; -   ; 110 ;;;;
Республика Коми;СЗФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; 351 963 ; 37 850 ; -   ; -   ; 5 663 ; 10 ;;;
Республика Коми;СЗФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; -   ; 80 533 ; -   ; -   ; 1 522 ; 73 ;;;
Республика Коми;СЗФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; 1 542 474 ; 259 683 ; 1 ; 907 515 ; 42 870 ; 312 ;;;
Республика Коми;СЗФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; 5 935 032 ; 15 060 273 ; 1 ; 711 802 ; 135 882 ; 62 ;;;
Республика Коми;СЗФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 248 694 ; 77 164 ; -   ; -   ; 10 102 ;;;;
Республика Коми;СЗФО;2021;Формирование у молодeжи семейных ценностей;16; -   ; 32 085 ; -   ; -   ; 9 687 ; 41 ;;;
Республика Коми;СЗФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 1 387 799 ; 703 866 ; 3 ; 1 938 258 ; 43 900 ; 376 ;;;
Республика Коми;СЗФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; 229 882 ; 1 ; 495 889 ; 11 066 ; 99 ;;;
Республика Коми;СЗФО;2021;      поисковых отрядов и объединений;19; 64 105 ; 11 990 ; -   ; -   ; 556 ; 4 ;;;
Республика Коми;СЗФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; 81 000 ; 18 000 ;;; 1 831 ; 21 ;;;
